id,name,normalized_name,founded_at
f:1069,North Hill Ventures,north hill ventures,1999-01-01
f:10691,SparkLabs Ventures,sparklabs ventures,2012-01-01
f:10692,Axia Ventures,axia ventures,2013-01-01
f:10694,United Ventures,united ventures,2013-02-22
f:10695,Matter.,matter,2012-01-01
f:10696,La Costa Investment Group,la costa investment group,
f:10698,www.unixgtc.com,www unixgtc,1993-01-01
f:10699,C5 Partners,c5,1989-01-01
f:107,Information Capital LLC,informationllc,
f:1070,Ojas Venture Partners,ojas venture,2007-01-01
f:10700,Harborstone Credit Union,harborstone credit union,1955-01-01
f:10701,StartupInvest,startupinvest,
f:10702,"AVentures USA, Inc.",aventures usa,
f:10703,Fellner Vermoegensverwaltungs GmbH,fellner vermoegensverwaltungs,
f:10704,Piedmont Capital,piedmont,2005-01-01
f:10705,Profit Confidential,profit confidential,
f:10706,Serious Change,serious change,2008-01-01
f:10707,LBB Seed Capital Fund GmbH,lbb seedfund,
f:10708,LBB Capital Fund GmbH,lbbfund,
f:10709,Torchmark Corporation,torchmark,1981-01-01
f:10710,Fidelis Capital,fidelis,2001-01-01
f:10711,Bonaventure Capital,bonaventure,1998-01-01
f:10712,Danish Pension Fund,danish pension,
f:10713,Access India Fund,access india,
f:10714,Gávea Angels,gávea angels,2002-11-20
f:10715,SightLine Partners,sightline,2004-01-01
f:10716,Journey Malibu,journey malibu,2009-01-01
f:10717,maliburecoverycommunity.com,maliburecoverycommunity,
f:10718,HHH Communications,hhh communications,
f:10719,Camelot Collectables,camelot collectables,
f:1072,Wexford Capital,wexford,1994-01-01
f:10720,Backbone Capital,backbone,
f:10721,Glengary Ventures,glengary ventures,2002-01-01
f:10722,Redpoint eVentures,redpoint eventures,2012-01-01
f:10723,YJ Capital,yj,
f:10724,BeryTech Fund,berytech,2008-01-01
f:10725,Beat The Nifty,beat the nifty,2009-05-10
f:10726,Be Beau Hair,be beau hair,2011-01-06
f:10727,Wigs for Kids,wigs for kids,1981-01-01
f:10728,Women's Venture Capital Fund,womens venturefund,
f:10729,intelliloan,intelliloan,1993-01-01
f:1073,Equus Capital,equus,
f:10730,Sigma Prime Ventures,sigma prime ventures,2012-05-01
f:10731,Essex Flagship Investors Group,essex flagship investors group,
f:10732,Middle East Venture Partners (MEVP),middle east venturemevp,2010-01-01
f:10733,Caliornia Jewelrs Association,caliornia jewelrs association,1933-01-01
f:10734,The Boyd Capital Group LLC,the boydgroup,2004-11-18
f:10736,Chrysalix EVC,chrysalix evc,
f:10737,The First Marblehead Corporation,the first marblehead,1991-01-01
f:10738,Strive Capital,strive,2011-01-01
f:10739,Weis Brüke,weis brüke,
f:1074,Powerplay Capital Management,powerplaymanagement,
f:10740,Frontline Ventures,frontline ventures,2012-06-01
f:10741,Jera Securities,jera securities,
f:10742,SBA Loan - Chase,sba loan chase,
f:10743,U.S. Department of the Treasury,u s department of the treasury,
f:10747,European Regional Development Fund,european regional development,
f:10748,SmartCap AS,smartcap as,
f:10749,European Commission,european commission,1950-05-09
f:1075,Global Venture Capital,global venture,
f:10750,Alven C,alven c,
f:10751,Global Founders Capital,global founders,
f:10752,newfund,newfund,2007-01-01
f:10753,Orkos,orkos,
f:10754,Dentressangle Initiatives,dentressangle initiatives,2011-01-01
f:10755,BV Capital,bv,
f:10757,Generis Capital Partners,generispartners,
f:10758,Institute of Cosmology and Gravitation,institute of cosmology and gravitation,2002-01-01
f:10759,Capital Funding Hard Money,funding hard money,1973-01-01
f:1076,ImaginVenture,imaginventure,2006-01-01
f:10760,Rough Draft Ventures,rough draft ventures,2012-12-01
f:10762,banks,banks,
f:10764,88mph.ac,88mph ac,2011-01-01
f:10765,Arcadini,arcadini,
f:10766,Village Capital,village,2010-01-01
f:10767,Start Capital,start,
f:10768,New School Venture fund,new school venture,
f:10770,Center for Innovative Technology,center for innovative technology,
f:10772,Soaring Ventures,soaring ventures,
f:10773,Futures First Info Services,futures first info services,2004-01-01
f:10774,Inception Capital,inception,
f:10775,Maxplore Capital,maxplore,
f:10776,JOLT/MaRS,jolt mars,2005-09-01
f:10777,Vault Ventures,vault ventures,
f:10778,Innovate Indiana Fund,innovate indiana,
f:10779,GSK Canada Life Sciences Innovation Fund,gsk canada life sciences innovation,
f:1078,HBD Venture Capital,hbd venture,2000-01-01
f:10781,Mission Operators Group,mission operators group,
f:10786,Venturcap,venturcap,2005-01-01
f:10788,Filas,filas,
f:10789,Observatory Capital,observatory,
f:10790,Onvelop,onvelop,2012-01-01
f:10791,Digital Entertainment Ventures,digital entertainment ventures,2012-01-01
f:10792,Terra Venture Partners,terra venture,2006-01-01
f:10793,North Texas Angel Network,north texas angel network,
f:10794,SBC Wealthcraft Pvt. Ltd,sbc wealthcraft pvt,2011-06-01
f:10795,Goldin Ventures,goldin ventures,
f:10796,UB,ub,
f:10797,ASR,asr,
f:10798,Massachusetts General Physicians Organization (MGPO),massachusetts general physicians organization mgpo,
f:10799,Harbourton,harbourton,
f:1080,Globespan Capital Partners,globespanpartners,2003-01-01
f:10800,Fifth Third Capital,fifth third,
f:10801,Mesic Law's,mesic laws,2007-01-01
f:10802,No Company Exist,no company exist,
f:10803,TOHARU Ventures,toharu ventures,
f:10804,Techinvest,techinvest,1984-01-01
f:10805,Brigsten Technolgy,brigsten technolgy,
f:10806,Cook Techology,cook techology,
f:10808,Initialized Capital,initialized,
f:10809,Junos Innovation Fund,junos innovation,
f:1081,Barclays Global Investors,barclays global investors,
f:10812,NetTradeX Corp.,nettradex,2006-01-01
f:10813,Gridley & Co,gridley,
f:10817,Rakuten2,rakuten2,
f:10818,Heronwood Investments,heronwood investments,
f:10819,DreamFire Ventures,dreamfire ventures,
f:10820,Kayne Partners,kayne,
f:10821,Albania Properties,albania properties,2006-11-05
f:10822,Albania Property,albania property,2005-01-01
f:10823,erwerw,erwerw,
f:10824,SDFDS,sdfds,
f:10825,sdfdsg,sdfdsg,
f:10826,Vatican Capital,vatican,2012-01-01
f:10827,Primus Capital Partners,primuspartners,1983-01-01
f:10828,Operators Fund,operators,
f:10829,EV Group,ev group,1980-01-01
f:1083,Dhillon Capital,dhillon,2005-01-01
f:10830,RisingStars Growth Fund II,risingstars growthii,
f:10831,Finance Yorkshire Funds,finance yorkshire funds,
f:10832,Genezis Capital,genezis,2013-03-01
f:10833,Etagra Group,etagra group,
f:10834,Altivia Ventures,altivia ventures,2012-07-01
f:10835,www.givemedelivery.com,www givemedelivery,
f:10836,Electric Sheep Capital,electric sheep,
f:10838,FPI Innovation Fund,fpi innovation,2010-11-01
f:10839,Kapyon Ventures,kapyon ventures,
f:1084,Internet Television Distribution,internet television distribution,
f:10840,Stephens Capital Partners,stephenspartners,
f:10841,Innovation & Investment Fund Gelderlandt,innovation investmentgelderlandt,
f:10842,Criatec,criatec,
f:10843,Cohort Capital,cohort,2012-01-01
f:10845,Yearling Fund II,yearlingii,
f:10846,NextGen Angels,nextgen angels,2012-10-31
f:10847,K Street Capital,k street,
f:1085,Summit Partners,summit,1984-01-01
f:10850,Lab Corporation of America,labof america,
f:10851,http://nottingham.academia.edu/MudasirLone,http nottingham academia edu mudasirlone,
f:10852,http://www.nottingham.ac.uk/pharmacy/research/lbsa/researchstudents(lbsa)/mudasirlone.aspx,http www nottingham ac uk pharmacy research lbsa researchstudents lbsa mudasirlone aspx,
f:10853,Campus Answerz,campus answerz,
f:10854,Clean Energy Finance and Investment Authority,clean energy finance and investment authority,
f:10855,Brooklyn Ventures,brooklyn ventures,2009-01-01
f:10856,Empire Angels,empire angels,2012-01-01
f:10858,NTT Investment Partners L.P.,ntt investment partners,
f:10859,Innovative Ventures Fund Investment L.P.,innovative venturesinvestment,
f:1086,William Morris Agency,william morris agency,
f:10860,Boulevard Capital Partners,boulevardpartners,
f:10861,Trail Blazer Capital,trail blazer,
f:10862,Investor's Circle,investors circle,1992-01-01
f:10863,LU2,lu2,
f:10864,Foundry Capital,foundry,2003-01-01
f:10865,Two Oceans,two oceans,
f:10868,America First Credit Union,america first credit union,1939-01-01
f:10869,utah first,utah first,1935-01-01
f:1087,HITVEL,hitvel,1998-04-22
f:10871,Spiegel Capital Management,spiegelmanagement,
f:10872,Palantir Capital,palantir,
f:10873,French Investment Fund,french investment,
f:10874,Moving Company Miami,moving company miami,
f:10875,eColony (ICGE),ecolony icge,
f:10876,5 K Investment,5 k investment,
f:10877,HP Capital,hp,
f:10878,MAS Holdings,mas holdings,1987-01-01
f:10879,J.H. Whitney and Company,j h whitney and company,
f:1088,SilkRoad Equity,silkroad equity,2003-05-01
f:10880,Andersen Chiropractic,andersen chiropractic,1992-01-01
f:10881,Blue Cloud Ventures,blue cloud ventures,2012-01-01
f:10882,Star Roofing Inc,star roofing,1954-01-01
f:10883,news web,news web,
f:10884,StartOK Accelerator Fund,startok accelerator,
f:10885,OK Angel Sidecar Fund,ok angel sidecar,
f:10887,Idea Capital Funds,ideafunds,
f:10889,Red Lion Bancorp,red lion bancorp,2013-04-07
f:1089,Chance Technologies,chance technologies,
f:10890,Pritzker/Vlock Family Office,pritzker vlock family office,
f:10891,Milar Ventures,milar ventures,
f:10897,Moscow Seed Fund,moscow seed,
f:10898,Augment Investments,augment investments,
f:109,Cambrian Ventures,cambrian ventures,2000-01-01
f:1090,Blum Capital Partners,blumpartners,1975-01-01
f:10902,Clyde Space,clyde space,
f:10904,Mare Investimentos,mare investimentos,
f:10905,Mantiq Investimentos,mantiq investimentos,
f:10906,Promon International,promon international,
f:10908,TRI Cap,tri cap,
f:10909,Water Street Healthcare Partners,water street healthcare,2005-01-01
f:1091,Yucaipa Corporate Initiatives Fund,yucaipa corporate initiatives,
f:10910,Alexander Celik Dentist,alexander celik dentist,
f:10912,SBI Jefferies Asia Fund,sbi jefferies asia,
f:10913,DPE Deutsche Private Equity,dpe deutsche private equity,2007-12-01
f:10914,http:www.iifpindia.com,http www iifpindia,
f:10915,FWD.us,fwd us,2013-04-10
f:10916,Ariadne Capital,ariadne,2000-01-01
f:10917,Blue Ridge Foundation,blue ridge foundation,
f:10918,Alden,alden,
f:1092,Platinum Neurone Ventures (PNV),platinum neurone ventures pnv,2002-01-01
f:10920,Tail Wind Fund,tail wind,
f:10921,Bitcoin Opportunity Fund,bitcoin opportunity,
f:10922,RUSNANO,rusnano,
f:10923,This website is basically made in quest to increase the awareness about pancreatic cancer by a highly dedicated and professional team. It aims to provide the latest information about the disease. Articles are written by highly professional writers. Our te,this website is basically made in quest to increase the awareness about pancreatic cancer by a highly dedicated and professional team it aims to provide the latest information about the disease articles are written by highly professional writers our t,
f:10924,Angels on the Water,angels on the water,
f:10925,1B USD WORLDWIDE VENTURE CAPITAL,1b usd worldwide venture,2013-03-28
f:10926,Moneydance,moneydance,
f:10927,Formation 8,formation 8,
f:10929,Innotech Advisers,innotech advisers,
f:1093,Walden Israel Venture Capital,walden israel venture,1993-01-01
f:10931,Genesee Capital,genesee,
f:10932,Garrison Capital Inc,garrisoninc,
f:10933,Berlin Metropolitan Ventures,berlin metropolitan ventures,2012-01-01
f:10934,Sun Bridge Global Venture L.L.P,sun bridge global venture l,
f:10936,Test Org,test org,
f:10937,J3SG Securities Brokerage,j3sg securities brokerage,
f:10939,Saudi Aramco Energy Ventures,saudi aramco energy ventures,2012-04-01
f:1094,Tallwood Venture Capital,tallwood venture,
f:10940,Sands Capital Ventures,sandsventures,1992-01-01
f:10942,Mind Fund,mind,
f:10943,Idea Merchants Capital,idea merchants,
f:10944,KVB,kvb,
f:10945,Extremadura Avante,extremadura avante,
f:10946,01Consulting,01consulting,
f:10947,"Book: ""Entreprendre aux USA"" - ""Les Pigeons s'Envolent""",book entreprendre aux usa les pigeons senvolent,
f:10948,Seacrest Global Group,seacrest global group,
f:10949,Square Peg Capital,square peg,2012-01-01
f:1095,STIC International,stic international,
f:10950,Realiza Business Angels,realiza business angels,
f:10952,50TresDigital,50tresdigital,
f:10953,Hillhouse Capital,hillhouse,
f:10954,Gaurav Gurbaxani,gaurav gurbaxani,
f:10955,Gaurav Gurbaxain,gaurav gurbaxain,
f:10956,Smartcash,smartcash,
f:10958,Panarea Capital,panarea,
f:1096,Saehan,saehan,1990-04-01
f:10960,Pan Reliance Capital Advisors,pan relianceadvisors,1991-01-01
f:10962,Patriot Capital,patriot,
f:10963,Junior Achievement of Georgia,junior achievement of georgia,
f:10965,Movac,movac,
f:10966,TDF Ventures,tdf ventures,
f:10968,CET Capital Partners,cetpartners,
f:10969,W Fund,w,
f:1097,ru-Net Holdings,ru net holdings,1999-01-01
f:10971,IRTouring,irtouring,
f:10977,"Boston Global Ventures, LLC",boston global ventures,
f:1098,Tiger Technology Global Management,tiger technology global management,
f:10981,First Tech Federal Credit Union,first tech federal credit union,
f:10984,Easy Alpha BV,easy alpha bv,
f:10985,Fostergate Holdings,fostergate holdings,
f:10987,Simile Ventures,simile ventures,
f:10988,Rigi Ventures,rigi ventures,
f:10989,Varif Ventures,varif ventures,
f:1099,Leo Capital Holdings,leoholdings,
f:10990,Brazilian Family Office,brazilian family office,
f:10995,BDPME (Oseo),bdpme oseo,
f:10996,BDPME,bdpme,
f:10997,Sofaris,sofaris,
f:11,Sevin Rosen Funds,sevin rosen funds,1981-01-01
f:110,The Accelerator Group,the accelerator group,1998-01-01
f:1100,Deep Fork Advisors,deep fork advisors,
f:11000,FirstStepFund,firststepfund,
f:11001,First Albany,first albany,
f:11002,Great Oaks Capital Management,great oaksmanagement,
f:11003,Oasis Management,oasis management,2002-01-01
f:11004,BD,bd,
f:11005,Plus Capital,plus,
f:11006,RSV Venture Partners,rsv venture,
f:11007,Sicosia (family fund),sicosia family,
f:11009,Echo Bridge Capital,echo bridge,
f:1101,Chilton Investment,chilton investment,1992-01-01
f:11010,First New York Securities,first new york securities,
f:11014,Contech Construction Products Holdings Inc.,contech construction products holdings,
f:11015,MedicX,medicx,
f:11016,Standard Oil Ventures,standard oil ventures,
f:11017,Opening event World Cup 2014 Brazil,opening event world cup 2014 brazil,
f:11018,Inco Venture Capital Management,inco venturemanagement,
f:11019,Sustainable Ventures,sustainable ventures,
f:1102,Vedanta Capital,vedanta,2006-01-01
f:11020,Consolidated Investment Group,consolidated investment group,
f:11022,Wayra Chile,wayra chile,
f:11024,Fundo HorizonTI,fundo horizonti,2009-01-01
f:11027,Madison River Ventures,madison river ventures,
f:11029,Pylon Capital,pylon,2011-01-01
f:1103,TeleSoft Partners,telesoft,1996-01-01
f:11031,Wheatsheaf Investments,wheatsheaf investments,
f:11032,H2 Investments,h2 investments,
f:11033,Investors Circle,investors circle,
f:11034,Saudi Telecom Ventures,saudi telecom ventures,
f:11035,Hughes Capital Investors LLC.,hughesinvestors,
f:11036,Prudential Securities,prudential securities,
f:11037,Kidder Peabody & Company,kidder peabody company,
f:11038,Armada Ventures II,armada ventures ii,
f:11039,The North Carolina Enterprise Fund,the north carolina enterprise,
f:1104,Blumberg Capital,blumberg,1991-01-01
f:11041,Rady Venture Fund,rady venture,
f:11042,Crescent Ridge Partners Ventures,crescent ridgeventures,
f:11043,Rancho Santa Fe Partners,rancho santa fe,
f:11045,Microsoft Ventures,microsoft ventures,
f:11047,MNG Investment,mng investment,
f:11053,SkyVu,skyvu,
f:11058,TenOneTen Ventures,tenoneten ventures,
f:11059,Horizen Ventures,horizen ventures,2004-01-01
f:1106,Nokia Growth Partners,nokia growth,2005-01-01
f:11060,The Debt Recovery Bureau,the debt recovery bureau,
f:11061,Innodo,innodo,
f:11062,Colorado Springs Chamber of Commerce,colorado springs chamber of commerce,
f:11063,KaveriCTD LLC,kaverictd,2005-06-01
f:11065,TrilogyGrowth,trilogygrowth,
f:11066,RBFCU,rbfcu,
f:11067,http://7-finder.com/,http 7 finder com,
f:11069,"South Atlantic Venture Fund I, II",south atlantic venturei ii,
f:11070,"MBW Venture Partner, MIF, Doan Resources",mbw venture partner mif doan resources,
f:11072,Levfam Holdings,levfam holdings,
f:11073,CVCA - Canadian Venture Capital & Private Equity Association,cvca canadian ventureprivate equity association,
f:11074,Canadian Private Capital Magazine,canadian privatemagazine,
f:11075,Banff Venture Forum 2012,banff venture forum 2012,
f:11076,entrepreneurship@UBC Seed Fund,entrepreneurship ubc seed,
f:11077,Canadian Venture Capital & Private Equity Conference 2011,canadian ventureprivate equity conference 2011,
f:11078,Calvert Funds,calvert funds,
f:11079,Ambassador Enterprises,ambassador enterprises,
f:1108,Momentum Venture Management,momentum venture management,2003-01-01
f:11081,F2 Biosciences III,f2 biosciences iii,
f:11082,Biotech Growth,biotech growth,
f:11083,Ellis Energy Investments,ellis energy investments,
f:11084,Shah Capital Partners,shahpartners,
f:11085,Efficient Finance,efficient finance,
f:11086,Business Layers,business layers,
f:11088,Jah King Entertainment,jah king entertainment,
f:11089,"Biotechnology Development Fund VI, L.P.",biotechnology developmentvi,2003-01-01
